category,amt,city,state,lat,long,city_pop,job,merch_lat,merch_long,trans_hour,trans_dayofweek,trans_month,customer_age,merchant_distance_km,is_fraud
home,14.9,Brashear,MO,40.1959,-92.4333,805,Private music teacher,41.186898,-91.749299,21,3,12,50.51334702258727,124.37105719290642,0
gas_transport,78.98,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,41.079094,-100.31824,1,5,1,36.89801505817933,69.03256718659988,0
shopping_net,2.94,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,37.561234,-120.989427,12,5,12,23.93702943189596,75.29941887685047,0
personal_care,38.21,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,34.659058,-117.629133,23,1,12,47.26899383983573,93.53532023913114,0
shopping_net,20.59,Powell Butte,OR,44.2415,-121.0113,2016,Local government officer,44.162152,-121.854275,11,0,1,65.07323750855578,67.77366081790979,0
kids_pets,20.7,Iliff,CO,40.7692,-103.0968,648,Community arts worker,40.319349,-103.995389,21,5,12,51.26351813826147,90.92362546712896,0
food_dining,9.03,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,38.108471,-122.386039,15,4,1,46.21218343600274,114.67248852572388,0
shopping_pos,3.38,Portland,OR,45.5303,-122.7033,841711,"""Engineer, building services""",45.867252,-123.569125,7,0,12,57.73579739904175,76.97495283633744,0
personal_care,76.68,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,38.418867,-105.12348,18,2,12,32.988364134154686,45.29504924814208,0
health_fitness,96.8,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",38.888081,-108.765302,14,1,12,33.686516084873375,74.52866066424123,0
travel,2.92,Llano,NM,36.1486,-105.6648,247,Architectural technologist,35.464811,-105.649704,17,6,1,57.20191649555099,76.0460532519345,0
home,3.12,Cascade Locks,OR,45.671,-121.8686,1288,Barrister,44.862493,-121.787626,13,1,1,82.6694045174538,90.12492644228178,0
shopping_net,6.76,Valentine,NE,42.8062,-100.6215,4005,Network engineer,43.222286,-100.798748,0,6,1,73.83162217659138,48.45901015953703,0
kids_pets,9.77,Ashford,WA,46.7531,-121.9898,759,Video editor,46.301505,-122.047886,22,0,3,63.50171115674196,50.41130917539638,1
food_dining,71.75,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,39.016415,-120.555506,17,4,12,33.60438056125941,55.81202572159681,0
gas_transport,56.73,Browning,MO,40.029,-93.1607,602,Cytogeneticist,39.622418,-93.960208,5,4,1,64.51471594798083,81.88666621596374,0
health_fitness,74.52,Alva,WY,44.6873,-104.4414,110,"""Administrator, local government""",44.152008,-104.025265,21,5,12,47.61396303901437,68.08116798160665,0
shopping_pos,8.56,Jelm,WY,41.0539,-106.0763,100,Public librarian,40.26709,-105.247274,22,5,1,44.72279260780287,112.00063169111704,0
home,1.16,Red River,NM,36.6659,-105.4694,606,"""Surveyor, land/geomatics""",35.926954,-105.687168,14,1,1,30.357289527720734,84.45289624139588,0
gas_transport,63.09,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,41.809644,-100.623268,9,5,1,36.936344969199176,84.32148832195543,0
grocery_pos,70.46,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,42.129286,-101.689025,2,5,1,36.91718001368925,117.59669184085357,0
kids_pets,3.97,Paradise Valley,AZ,33.5494,-111.9565,17047,Building surveyor,32.70832,-111.707814,19,4,1,83.96988364134155,96.34809089220616,0
shopping_net,2.41,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,35.112267,-105.322752,23,1,1,46.455852156057496,118.17730475873536,0
grocery_pos,55.9,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,32.318397,-116.438947,3,6,1,59.460643394934976,96.62427797329146,0
kids_pets,7.11,Bay City,OR,45.5197,-123.8761,1530,Colour technologist,46.203571,-123.845234,15,4,12,34.08624229979466,76.08053672979393,0
gas_transport,51.2,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,41.048192,-101.808248,6,5,12,38.87200547570158,57.58428330582868,0
shopping_pos,452.72,Independence,MO,39.1412,-94.3515,123373,"""Engineer, production""",40.057476,-93.731398,13,1,1,26.11362080766598,114.9047771830484,0
