category,amt,city,state,lat,long,city_pop,job,merch_lat,merch_long,trans_hour,trans_dayofweek,trans_month,customer_age,merchant_distance_km,is_fraud
misc_pos,237.36,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,39.072362,-90.419479,23,2,12,35.75085557837098,71.42734741692615,0
food_dining,77.5,Cardwell,MO,36.0434,-90.2907,1120,Television floor manager,36.462169,-91.205776,23,1,12,63.7015742642026,94.34550052450156,0
misc_pos,45.12,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),40.752531,-110.820473,2,0,1,37.54688569472964,64.89168830052634,0
kids_pets,68.89,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,47.729568,-121.943782,14,1,12,36.83230663928816,26.298716767762613,0
travel,5.92,Paradise Valley,AZ,33.5494,-111.9565,17047,Building surveyor,34.451882,-112.873939,23,6,1,83.95619438740589,131.23508446722718,0
grocery_net,47.06,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,37.57766,-120.903915,7,3,1,39.71800136892539,116.03649403420148,0
shopping_pos,871.27,Lamy,NM,35.4311,-105.9409,923,Public relations account executive,34.839465,-106.569735,22,5,2,54.652977412731005,87.16483514834069,1
shopping_net,92.81,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,39.122207,-121.039054,6,4,1,31.630390143737166,73.62751868765726,0
misc_pos,39.66,Kissee Mills,MO,36.6704,-93.0377,1201,"""Engineer, agricultural""",36.224014,-93.452517,8,2,1,38.83093771389459,61.970760734131495,0
shopping_pos,140.07,Athena,OR,45.8289,-118.4971,1302,Dealer,45.65162,-117.98441,10,6,12,44.19164955509925,44.402461184042885,0
gas_transport,58.75,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,40.275991,-101.152751,7,1,1,36.92539356605065,97.84048273033862,0
grocery_net,9.94,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,46.255331,-117.391764,3,6,8,20.197125256673512,110.60524876187142,1
shopping_net,6.87,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,43.477317,-109.467136,13,3,1,32.87611225188228,69.98495598568016,0
grocery_pos,71.27,Crownpoint,NM,35.7206,-108.0271,5662,IT consultant,34.919261,-107.424031,4,6,1,29.78507871321013,104.5624098572102,0
grocery_pos,85.89,Hooper,NE,41.6414,-96.5232,1745,"""Engineer, automotive""",42.389859,-96.866445,2,3,1,45.059548254620125,87.92290739075422,0
personal_care,13.07,Wheaton,MO,36.7651,-94.0492,760,Production manager,37.304014,-94.115381,15,1,1,33.33607118412046,60.21175005617247,0
gas_transport,41.25,Hooper,NE,41.6414,-96.5232,1745,"""Engineer, automotive""",41.074484,-97.439286,10,3,12,47.01437371663244,99.0936529007207,0
personal_care,36.96,Littleton,CO,39.5994,-105.0044,320420,Water engineer,39.97508,-104.182606,23,0,1,43.45790554414784,81.70408155288956,0
shopping_pos,485.98,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,38.99391,-123.371331,14,1,1,46.223134839151264,38.34170493490516,0
home,39.28,Mesa,ID,44.6255,-116.4493,129,Cartographer,45.287375,-116.149343,20,1,12,55.03901437371663,77.28903105230643,0
entertainment,24.5,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,32.445044,-105.430689,16,5,12,20.36139630390144,101.46565322924316,0
shopping_pos,265.51,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,48.245061,-122.519689,20,4,12,36.82135523613963,91.39403431838514,0
kids_pets,302.54,Westerville,NE,41.4193,-99.3844,73,Product designer,41.833728,-99.658061,18,2,1,83.89322381930185,51.39014396302297,0
shopping_net,1.31,Oakland,CA,37.7878,-122.1884,381459,Barista,38.077339,-121.884559,20,0,12,46.98425735797399,41.79280816406576,0
shopping_net,7.13,Ashford,WA,46.7531,-121.9898,759,Video editor,46.138433,-121.331034,9,2,12,64.29295003422314,84.96385095916719,0
travel,1.26,Laguna Hills,CA,33.615,-117.7114,45303,Sales executive,32.953701,-118.433198,20,5,12,51.011635865845314,99.54200112527067,0
home,85.24,Ballwin,MO,38.577,-90.5255,92608,"""Engineer, communications""",37.878985,-90.149377,18,0,1,17.470225872689937,84.28262990712818,0
home,50.96,Independence,MO,39.1412,-94.3515,123373,"""Engineer, production""",39.728784,-93.49938,23,2,1,26.09719370294319,98.10247818761393,0
home,22.79,Manley,NE,40.9207,-96.168,206,Human resources officer,40.962399,-95.288209,20,3,1,51.2498288843258,74.04239506434686,0
misc_pos,132.03,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,33.410989,-117.330428,4,3,12,61.4072553045859,51.112498571569134,0
misc_net,1.89,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,48.628821,-118.810014,2,4,1,40.57768651608488,52.54100627777258,0
grocery_pos,219.49,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,48.216801,-121.899657,6,3,1,34.8829568788501,80.42160117997334,0
health_fitness,30.23,Browning,MO,40.029,-93.1607,602,Cytogeneticist,40.121819,-94.146525,17,6,1,64.50102669404518,84.5121487720395,0
shopping_pos,6.82,Hooper,NE,41.6414,-96.5232,1745,"""Engineer, automotive""",41.084222,-97.443924,12,0,1,45.05133470225873,98.7049659561572,0
personal_care,44.38,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,33.189314,-112.782775,23,1,1,37.20739219712526,79.21901320693702,0
shopping_pos,56.68,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,42.6606,-116.851495,12,6,1,47.93976728268309,115.17047542774098,0
health_fitness,27.71,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,43.845356,-116.096616,21,3,12,49.88637919233402,34.5334985841657,0
grocery_pos,128.4,Cardwell,MO,36.0434,-90.2907,1120,Television floor manager,35.151938,-89.762469,3,1,1,61.72758384668035,110.031294781479,0
shopping_net,5.81,Smith River,CA,41.9404,-124.1587,1930,Web designer,42.417348,-124.855742,22,4,12,37.53593429158111,78.17650393494742,0
gas_transport,73.27,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",39.777196,-110.560314,8,0,1,31.709787816564,118.61583720738648,0
shopping_pos,69.48,Burlington,WA,48.4786,-122.3345,14871,Public house manager,48.919008,-122.768879,21,2,1,44.81587953456537,58.43317879955827,0
grocery_pos,117.29,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),40.172973,-120.254823,11,0,12,53.59069130732375,51.81040386573087,0
health_fitness,31.41,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,32.893164,-106.203375,17,1,12,53.333333333333336,36.25803011540612,0
personal_care,4.54,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),39.46649,-120.915494,12,1,1,51.63860369609856,45.12726168533568,0
shopping_net,2.65,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,36.421551,-121.439957,20,2,12,23.94798083504449,105.78093299389984,0
home,1.52,Sun City,CA,33.7467,-117.1721,54287,"""Designer, exhibition/display""",33.871707,-116.539257,14,2,12,48.27104722792608,60.098647304195865,0
home,19.69,Ballwin,MO,38.577,-90.5255,92608,"""Engineer, communications""",38.09598,-90.098192,22,4,1,17.44284736481862,65.19084000197321,0
entertainment,30.68,Newberg,OR,45.3099,-122.9685,28278,Research scientist (physical sciences),45.51857,-123.349498,19,3,12,43.43874058863792,37.72000345415464,0
home,20.07,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,40.672388,-92.876313,20,6,12,48.69267624914442,121.63058558708542,0
entertainment,57.19,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,39.561089,-99.215353,23,4,12,70.35181382614647,110.2257363532058,0
travel,6.71,Scotts Mills,OR,44.9897,-122.6187,1252,"""Engineer, petroleum""",44.475967,-123.271069,17,6,12,83.88774811772758,76.93305884969537,0
misc_net,857.18,Yellowstone National Park,WY,44.7957,-110.6137,369,Materials engineer,45.785814,-110.995793,22,5,10,77.88364134154689,114.0805194576824,1
gas_transport,82.24,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,33.501178,-119.08643,2,2,12,38.42026009582478,107.33667268009656,0
personal_care,19.36,Bay City,OR,45.5197,-123.8761,1530,Colour technologist,45.274073,-123.616794,23,1,3,33.31143052703628,33.99846218917795,1
entertainment,16.66,Freedom,WY,43.0172,-111.0292,471,"""Education officer, museum""",43.587023,-110.071759,14,6,1,51.449691991786445,100.0861860059954,0
personal_care,34.16,Mesa,ID,44.6255,-116.4493,129,Cartographer,44.008546,-115.53311,12,1,1,53.06502395619439,100.09512060194628,0
misc_pos,44.69,Newberg,OR,45.3099,-122.9685,28278,Research scientist (physical sciences),44.88311,-122.43977,12,4,12,43.441478439425055,63.04403864636007,0
grocery_pos,45.17,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,38.371984,-105.10131,10,6,12,32.98015058179329,41.40302851012397,0
grocery_net,34.74,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",39.429985,-110.466154,11,5,1,31.742642026009584,87.54417161799704,0
gas_transport,87.56,Greenview,CA,41.5403,-122.9366,308,Call centre manager,41.864753,-122.33147,1,0,12,62.27241615331965,61.849388926510805,0
personal_care,27.77,Los Angeles,CA,34.0443,-118.2509,2383912,"""Journalist, newspaper""",33.584969,-117.474129,23,6,1,59.6249144421629,88.0819418675149,0
grocery_net,72.8,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,37.695442,-90.392498,1,0,12,35.74537987679671,81.73613761764162,0
