category,amt,city,state,lat,long,city_pop,job,merch_lat,merch_long,trans_hour,trans_dayofweek,trans_month,customer_age,merchant_distance_km,is_fraud
grocery_net,97.38,Jordan Valley,OR,42.8801,-117.281,641,Economist,41.897346,-117.409128,2,3,12,27.10198494182067,109.78269038423808,0
health_fitness,180.64,Vinton,CA,40.0235,-120.7986,128,Education administrator,40.587735,-121.768905,16,0,1,52.87611225188228,103.4699435909384,0
gas_transport,162.6,Wendel,CA,40.3406,-120.2824,104,"""Teacher, adult education""",40.051807,-121.106125,10,4,1,29.404517453798768,76.98029634748426,0
home,236.2,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,39.543279,-122.148761,21,3,12,48.20260095824778,87.16185731237441,0
entertainment,82.72,San Diego,CA,32.7185,-117.1593,1241364,Comptroller,32.860977,-117.059708,22,6,12,33.07597535934291,18.37554269210312,0
kids_pets,94.1,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,40.248695,-92.796378,14,5,1,44.03559206023272,67.61410416275007,0
personal_care,79.12,American Fork,UT,40.3928,-111.7941,42384,Futures trader,39.908199,-110.960438,22,3,1,26.012320328542096,89.0161863971636,0
shopping_net,647.96,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,32.916622,-112.004835,21,4,1,37.215605749486656,71.95301512051377,0
home,54.24,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,41.388235,-100.576203,15,1,12,38.88021902806297,53.44801656277414,0
gas_transport,94.28,Mesa,ID,44.6255,-116.4493,129,Cartographer,45.252736,-117.112857,4,6,1,53.07871321013005,87.13290056614481,0
shopping_pos,552.1,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,46.696236,-121.055829,12,5,12,36.824093086926766,114.71841122822356,0
health_fitness,4.48,Nelson,NE,40.201,-98.0684,732,Television/film/video producer,41.020841,-98.952895,22,2,1,62.053388090349074,117.83367698589824,0
entertainment,4.84,Conway,WA,48.34,-122.3456,85,"""Research officer, political party""",48.555656,-122.487486,22,5,1,34.362765229295,26.163851492626502,0
misc_net,207.68,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,34.238756,-112.786671,7,3,1,37.21286789869952,101.02706997375044,0
food_dining,104.02,Odessa,MO,38.9829,-93.9757,9512,Clinical research associate,38.698885,-93.144091,17,4,1,46.02874743326489,78.64369555317403,0
grocery_pos,240.38,Grenada,CA,41.6125,-122.5258,589,Systems analyst,42.58061,-121.982745,9,0,1,73.08418891170432,116.600820929874,0
grocery_pos,389.96,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,39.363753,-94.657276,11,1,1,31.1211498973306,44.97415277243191,0
health_fitness,53.84,Weeping Water,NE,40.8731,-96.1528,1517,Dealer,40.488581,-96.001164,13,3,12,69.14715947980835,44.62758303271016,0
misc_net,7.46,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,33.022663,-106.194256,3,2,1,51.36208076659822,36.209404487761255,0
home,129.5,Unionville,MO,40.4815,-92.9951,3805,"""Investment banker, corporate""",40.259567,-92.953913,22,1,1,68.29568788501027,24.92327236258268,0
misc_pos,6.66,Rock Springs,WY,41.606,-109.23,27971,Music therapist,40.834861,-108.669285,9,3,12,36.41615331964408,97.73307845925537,0
gas_transport,87.78,Mound City,MO,40.1362,-95.2138,1631,Architect,40.874023,-95.985929,5,3,12,67.94524298425736,104.8442718267168,0
shopping_pos,14.56,Louisiana,MO,39.4336,-91.0664,4593,"""Teacher, early years/pre""",39.322251,-91.00639,5,0,12,80.12867898699521,13.412844885097048,0
misc_pos,266.62,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",38.116407,-122.843182,22,1,1,27.28268309377139,58.27160329882046,0
shopping_net,7.16,Ballwin,MO,38.577,-90.5255,92608,"""Engineer, communications""",39.185678,-89.845902,12,0,1,17.470225872689937,89.67263325359619,0
entertainment,293.46,Weeping Water,NE,40.8731,-96.1528,1517,Dealer,40.198743,-96.849526,23,5,1,67.17864476386038,95.3380444789764,0
shopping_net,1940.24,Conway,WA,48.34,-122.3456,85,"""Research officer, political party""",47.664681,-122.717004,3,1,6,34.75427789185489,80.01460182730091,1
misc_net,48.28,Lowell,OR,43.921,-122.7806,1420,Systems analyst,44.81558,-122.907382,5,4,1,53.1854893908282,99.9819106386752,0
