category,amt,city,state,lat,long,city_pop,job,merch_lat,merch_long,trans_hour,trans_dayofweek,trans_month,customer_age,merchant_distance_km,is_fraud
shopping_net,1019.96,Red Cliff,CO,39.4584,-106.3851,277,Human resources officer,40.353567,-106.503599,22,6,5,34.12457221081451,100.0498751725523,1
gas_transport,49.22,Kent,OR,45.0838,-120.6649,60,Museum education officer,45.980259,-120.421807,10,1,12,78.74058863791923,101.46405685849491,0
kids_pets,7.42,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,49.433534,-118.452232,13,2,1,40.57221081451061,63.17725111689556,0
misc_pos,117.98,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,33.20561,-111.523894,21,5,12,21.073237508555785,87.49550706357076,0
misc_pos,2.72,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,33.102424,-113.031541,9,1,1,37.18822724161533,104.06886829686808,0
personal_care,194.34,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,39.330067,-93.730946,15,1,1,29.45927446954141,61.27719479959014,0
entertainment,3.18,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,41.252088,-100.153658,14,4,1,36.93360711841205,82.87645437219612,0
shopping_net,17.86,Laramie,WY,41.4247,-105.4781,35371,"""Pilot, airline""",40.80032,-105.808459,15,1,1,30.32991101984942,74.74077822280063,0
shopping_net,7.13,Ashford,WA,46.7531,-121.9898,759,Video editor,46.138433,-121.331034,9,2,12,64.29295003422314,84.96385095916719,0
entertainment,22.52,Azusa,CA,34.1248,-117.9031,59705,Civil Service fast streamer,33.537002,-117.606979,15,0,12,37.51676933607119,70.85245038287098,0
food_dining,24.23,Newhall,CA,34.3795,-118.523,34882,Health physicist,35.285769,-118.132313,17,5,1,47.73716632443532,106.89512205248111,0
grocery_net,42.95,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,48.490931,-117.365075,9,1,12,42.5242984257358,76.14791469347567,0
grocery_pos,173.21,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,33.663795,-110.596847,6,1,12,33.17180013689254,62.4855355738095,0
grocery_pos,70.51,Conway,WA,48.34,-122.3456,85,"""Research officer, political party""",48.447811,-122.070021,7,0,1,34.36824093086927,23.616037936411846,0
personal_care,79.77,Westerville,NE,41.4193,-99.3844,73,Product designer,40.937063,-100.089126,20,2,1,83.89322381930185,79.71165234814045,0
misc_net,6.68,Lagrange,WY,41.6423,-104.1974,635,Product/process development scientist,41.814931,-103.788432,13,1,12,47.46338124572211,38.99081032919772,0
gas_transport,61.96,Weeping Water,NE,40.8731,-96.1528,1517,Dealer,41.528845,-95.922284,4,1,12,69.14168377823408,75.42280797241163,0
misc_pos,5.86,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,43.630982,-115.777683,7,1,1,47.90691307323751,52.581849582255096,0
gas_transport,63.56,Scotts Mills,OR,44.9897,-122.6187,1252,"""Engineer, petroleum""",45.109147,-122.247194,2,1,12,83.89322381930185,32.06516694425837,0
health_fitness,105.48,Mendon,UT,41.71,-111.9817,2078,"""Scientist, audiological""",40.775051,-111.992641,13,2,1,55.57563312799452,103.96560977572794,0
misc_net,11.58,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,38.242267,-123.272313,4,0,12,66.48323066392882,31.248645868389488,0
health_fitness,9.29,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,33.123618,-106.471181,18,6,12,53.327857631759066,64.15755239854174,0
home,7.82,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),41.153446,-97.550493,19,2,12,92.74469541409994,76.56143538277865,0
shopping_pos,3.86,Honokaa,HI,20.0827,-155.488,4878,Physiotherapist,19.167279,-156.23115,3,6,12,54.06707734428473,128.1375769613791,0
gas_transport,23.89,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",40.067654,-123.277889,8,1,12,91.6495550992471,108.17359909336528,0
food_dining,2.29,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,36.398113,-106.022986,12,1,1,46.49418206707735,45.91618251742449,0
misc_pos,18.48,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",38.754067,-109.331323,15,3,12,33.69199178644764,36.74558293100496,0
gas_transport,64.24,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,33.551994,-105.991041,0,4,12,53.3223819301848,69.95143547085698,0
shopping_pos,8.1,Laguna Hills,CA,33.615,-117.7114,45303,Sales executive,34.192726,-116.937502,0,6,12,51.01437371663244,96.06151930422683,0
gas_transport,39.37,Greenview,CA,41.5403,-122.9366,308,Call centre manager,41.589356,-122.35608,2,0,12,62.27241615331965,48.60428773022808,0
grocery_pos,176.73,Sun City,CA,33.7467,-117.1721,54287,"""Designer, exhibition/display""",34.627165,-117.392905,11,3,12,48.27378507871321,99.98759641167278,0
entertainment,44.8,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",39.008475,-109.970265,16,2,1,31.734428473648187,30.71308195973597,0
misc_net,931.63,Santa Monica,CA,34.0287,-118.4924,92043,"""Civil engineer, contracting""",33.979953,-118.458896,23,4,7,59.2662559890486,6.238522593351528,1
shopping_pos,6.52,Conway,WA,48.34,-122.3456,85,"""Research officer, political party""",47.965024,-123.020813,23,1,1,34.35181382614648,65.17237638345864,0
entertainment,19.99,Blairstown,MO,38.5319,-93.9221,467,Agricultural consultant,39.06789,-93.753276,23,6,12,70.58726899383984,61.36870775262828,0
