category,amt,city,state,lat,long,city_pop,job,merch_lat,merch_long,trans_hour,trans_dayofweek,trans_month,customer_age,merchant_distance_km,is_fraud
grocery_pos,94.91,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,38.91648,-93.564426,4,4,12,32.16427104722793,101.98567985666789,0
grocery_net,15.13,Grenada,CA,41.6125,-122.5258,589,Systems analyst,42.367414,-121.558093,1,2,7,73.53045859000684,115.94164568100616,1
shopping_net,1128.83,Carlotta,CA,40.507,-123.9743,1139,"""Therapist, occupational""",39.674539,-124.877603,22,1,12,69.89733059548254,120.30193436005824,1
shopping_pos,1183.93,Craig,AK,55.4732,-133.1171,1920,Commissioning editor,54.539825,-132.377864,23,2,12,23.460643394934976,113.98882720051286,1
health_fitness,96.19,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,33.22243,-112.509349,22,0,1,37.223819301848046,56.57232247223836,0
home,71.28,Luray,MO,40.4931,-91.8912,519,Town planner,40.780326,-92.88831,14,0,1,52.91718001368925,89.99405807949381,0
travel,9.25,Santa Monica,CA,34.0287,-118.4924,92043,"""Civil engineer, contracting""",33.880463,-119.473564,22,3,7,59.26351813826147,91.98520390406276,1
gas_transport,54.79,Oakland,CA,37.7878,-122.1884,381459,Barista,38.011698,-123.080952,2,6,12,46.98151950718686,82.17633245504604,0
home,82.3,Dumont,CO,39.7532,-105.6356,565,Mental health nurse,39.915597,-106.236003,22,2,12,42.34360027378508,54.35346882500783,0
shopping_net,97.17,Alva,WY,44.6873,-104.4414,110,"""Administrator, local government""",44.563474,-104.009001,10,0,12,47.61943874058864,36.8857841892388,0
shopping_net,924.55,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),40.972334,-97.794005,22,6,12,91.66324435318276,105.04984779517132,1
food_dining,1.77,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,35.81718,-105.177265,23,2,1,46.49691991786448,82.18261484993735,0
kids_pets,57.88,Greenview,CA,41.5403,-122.9366,308,Call centre manager,41.196176,-122.037594,15,0,12,62.27241615331965,84.21582206208832,0
kids_pets,55.3,Helm,CA,36.4992,-120.0936,123,Early years teacher,36.527792,-119.577223,23,0,1,45.95208761122519,46.25754013740411,0
shopping_pos,7.41,Altonah,UT,40.3207,-110.436,302,"""Sales professional, IT""",40.048142,-111.406167,20,0,1,28.99110198494182,87.81068718018396,0
kids_pets,47.2,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,34.065075,-117.602362,12,6,12,38.41204654346338,58.85304123609207,0
food_dining,112.24,Iliff,CO,40.7692,-103.0968,648,Community arts worker,40.400313,-103.095867,22,1,3,50.5242984257358,41.01843857303496,1
entertainment,163.69,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,43.792165,-117.060102,14,5,1,47.898699520876114,53.00696895901032,0
misc_pos,5.56,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",39.385666,-108.944685,18,6,12,33.68104038329911,71.95111301366555,0
misc_pos,66.87,Burbank,WA,46.1966,-118.9017,3684,Musician,46.113919,-119.821778,4,3,12,39.08829568788501,71.46285818178359,0
health_fitness,17.8,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,38.902476,-122.899358,18,3,12,66.49144421629022,73.37555224777263,0
kids_pets,31.82,Port Costa,CA,38.046,-122.1866,198,Armed forces training and education officer,38.899084,-123.135764,14,4,1,59.80287474332649,125.79902599574314,0
food_dining,36.15,Corona,CA,33.8419,-117.6043,233717,Wellsite geologist,32.89611,-117.457339,2,4,12,54.59548254620123,106.0488072058978,0
shopping_pos,1044.27,Aurora,CO,39.6662,-104.835,389246,"""Scientist, marine""",40.319769,-105.135741,19,0,10,49.83709787816564,77.05711298062685,1
shopping_pos,788.66,Conway,WA,48.34,-122.3456,85,"""Research officer, political party""",48.80396,-122.159966,23,0,6,34.75154004106776,53.36727439432304,1
misc_pos,18.33,Camden,MO,39.2048,-94.0259,464,Colour technologist,39.785376,-94.032972,7,6,12,61.58521560574949,64.55995762316319,0
shopping_pos,5.03,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,38.408192,-93.483807,17,6,12,31.44695414099932,54.10272971715386,0
kids_pets,51.6,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,43.284115,-109.590868,12,2,12,44.84325804243669,64.33609278238383,0
kids_pets,46.61,Williamsburg,MO,38.8874,-91.7689,710,Glass blower/designer,39.789688,-91.820402,15,5,1,48.29295003422313,100.42755897707696,0
kids_pets,49.74,Parks,AZ,35.2563,-111.95,759,"""Geologist, engineering""",34.434389,-112.822496,18,4,1,61.77138945927447,121.21000765816082,0
home,10.57,Powell Butte,OR,44.2415,-121.0113,2016,Local government officer,43.544413,-120.040694,18,4,1,65.04585900068446,109.80394652067024,0
misc_pos,66.87,Burbank,WA,46.1966,-118.9017,3684,Musician,46.113919,-119.821778,4,3,12,39.08829568788501,71.46285818178359,0
shopping_net,1030.02,Azusa,CA,34.1248,-117.9031,59705,Civil Service fast streamer,33.782994,-118.279099,3,6,9,37.26488706365503,51.45137957893113,1
shopping_pos,3.92,Port Costa,CA,38.046,-122.1866,198,Armed forces training and education officer,38.36601,-121.385511,8,5,12,61.74127310061601,78.52108895544607,0
home,261.79,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,42.20423,-109.34123,22,5,3,33.034907597535934,96.17596630838044,1
home,6.33,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,32.986484,-118.602793,16,5,1,45.30595482546201,113.05551493454853,0
misc_net,1.45,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,32.737089,-116.889152,5,5,12,61.39356605065024,34.36384783870787,0
misc_net,64.54,Moriarty,NM,34.9889,-106.0609,7268,"""Therapist, art""",35.174244,-106.072575,4,2,1,30.431211498973305,20.63667543397668,0
shopping_pos,1.95,Littleton,CO,39.5994,-105.0044,320420,Water engineer,38.626888,-105.166294,22,1,12,45.4154688569473,109.0366638609004,0
personal_care,5.75,Nelson,NE,40.201,-98.0684,732,Television/film/video producer,40.388168,-98.727415,20,4,12,64.03285420944559,59.64104140321991,0
grocery_pos,98.84,Santa Monica,CA,34.0287,-118.4924,92043,"""Civil engineer, contracting""",34.606818,-118.763664,5,1,1,57.7056810403833,68.94218054805485,0
misc_net,23.57,Hatch,UT,37.7175,-112.4777,258,Geoscientist,37.437406,-111.695693,9,1,1,57.10335386721424,75.6252570282364,0
shopping_net,8.87,Manville,WY,42.73,-104.7024,241,Educational psychologist,43.237098,-105.047018,23,2,12,40.03832991101985,62.97048209991191,0
home,53.68,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,33.007566,-110.870739,12,6,1,31.19233401779603,37.77368168362289,0
gas_transport,32.6,Browning,MO,40.029,-93.1607,602,Cytogeneticist,39.335685,-92.982647,5,1,1,64.46817248459959,78.58436720502772,0
home,56.25,Independence,MO,39.1412,-94.3515,123373,"""Engineer, production""",38.688464,-94.646476,15,0,1,26.130047912388772,56.44127938787828,0
shopping_pos,6.23,Llano,NM,36.1486,-105.6648,247,Architectural technologist,35.443383,-106.23191,1,0,12,59.17864476386037,93.62258558424683,0
gas_transport,60.37,Nelson,NE,40.201,-98.0684,732,Television/film/video producer,40.591257,-97.96032,5,0,12,64.04106776180699,44.34930903611449,0
entertainment,13.48,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,38.110652,-121.872653,18,1,12,23.94524298425736,87.05462110507756,0
shopping_pos,848.7,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,32.679348,-105.198466,23,6,2,52.48459958932238,64.80387910671713,1
entertainment,589.69,Manley,NE,40.9207,-96.168,206,Human resources officer,41.349658,-95.26557,23,4,7,51.80835044490075,89.36850954519817,1
food_dining,36.78,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,41.161226,-100.844865,18,0,1,36.9034907597536,24.380617309743048,0
gas_transport,58.9,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,38.484985,-92.459222,8,3,12,32.18069815195072,30.447158465335924,0
shopping_net,19.51,Mound City,MO,40.1362,-95.2138,1631,Architect,40.424518,-94.77025,8,2,12,67.94250513347022,49.432016806567525,0
misc_net,9.69,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",39.475588,-109.382289,10,2,12,33.68925393566051,56.56373209985189,0
grocery_net,79.32,American Fork,UT,40.3928,-111.7941,42384,Futures trader,40.174027,-110.873396,3,1,12,28.0,81.79977422256619,0
kids_pets,17.05,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,48.186298,-122.079857,18,2,12,36.83504449007529,76.7756358664609,0
gas_transport,43.26,Blairstown,MO,38.5319,-93.9221,467,Agricultural consultant,37.785401,-93.880707,2,2,1,68.60232717316906,83.08575770647255,0
gas_transport,9.79,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",39.157345,-109.126592,8,3,1,31.73716632443532,45.64915392632874,1
misc_net,42.89,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",37.32033,-122.324565,11,3,1,27.28815879534565,42.08501902226784,0
shopping_net,1170.45,Carroll,NE,42.277,-97.1926,566,Metallurgist,42.705451,-96.567359,22,6,2,45.07597535934291,69.9843185994079,1
misc_net,764.72,Sixes,OR,42.825,-124.4409,217,Retail merchandiser,42.091866,-123.995989,23,0,2,91.35934291581108,89.31812054488111,1
health_fitness,71.85,Alva,WY,44.6873,-104.4414,110,"""Administrator, local government""",45.137535,-104.823764,21,1,1,45.667351129363446,58.42068813734421,0
grocery_pos,182.15,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,38.398077,-95.400727,3,5,12,33.106091718001366,93.88261935360896,0
shopping_net,5.53,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,38.059289,-95.398069,16,3,12,33.11978097193703,122.26575116498806,0
shopping_net,9.49,Cascade Locks,OR,45.671,-121.8686,1288,Barrister,45.33744,-121.966647,6,5,1,82.68035592060232,37.86905306541125,0
grocery_pos,89.23,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,36.573664,-105.970744,0,2,12,48.4517453798768,65.82763291360013,0
grocery_pos,182.81,Laramie,WY,41.4247,-105.4781,35371,"""Pilot, airline""",40.766215,-106.39636,5,1,12,32.323066392881586,106.21679609808632,0
