category,amt,city,state,lat,long,city_pop,job,merch_lat,merch_long,trans_hour,trans_dayofweek,trans_month,customer_age,merchant_distance_km,is_fraud
shopping_pos,50.97,Gardiner,OR,43.7857,-124.1437,260,"""Engineer, maintenance""",44.769222,-123.378881,5,0,1,62.38740588637919,125.168887196265,0
shopping_pos,78.28,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,44.26269,-115.87544,4,1,12,49.88090349075976,81.35809657970371,0
gas_transport,88.17,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,39.488707,-93.009808,6,1,1,29.47843942505133,107.45848375005616,0
grocery_pos,9.52,Ballwin,MO,38.577,-90.5255,92608,"""Engineer, communications""",37.890117,-90.449761,18,1,12,19.42778918548939,76.66384196397946,0
grocery_pos,140.17,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,37.958377,-121.410103,11,1,1,31.64134154688569,89.74536396907061,0
shopping_pos,111.47,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,43.008171,-117.195542,10,2,1,47.89048596851472,94.4370019689813,0
shopping_net,37.94,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,39.133494,-93.11188,17,1,12,31.45242984257358,75.89577218365919,0
shopping_pos,220.29,Newhall,CA,34.3795,-118.523,34882,Health physicist,34.256393,-118.886981,2,2,1,47.69062286105408,36.12165623841705,0
grocery_pos,154.91,Wales,AK,64.7556,-165.6723,145,"""Administrator, education""",65.336985,-165.34569,8,1,1,79.14579055441479,66.43771066948457,0
shopping_net,46.11,Altonah,UT,40.3207,-110.436,302,"""Sales professional, IT""",40.35936,-109.588759,8,3,12,30.954140999315538,71.93583787173242,0
shopping_net,40.31,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,37.99004,-93.622974,6,6,1,29.492128678986997,91.49144548878895,0
shopping_pos,22.75,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,38.938015,-92.01372,17,1,12,32.17522245037645,93.76045885385552,0
shopping_net,2.7,Conway,WA,48.34,-122.3456,85,"""Research officer, political party""",48.988534,-122.926744,13,3,12,36.33127994524298,83.79643086853538,0
shopping_net,90.23,Mountain Center,CA,33.6401,-116.5567,1661,"""Therapist, music""",34.188815,-117.398162,5,4,12,32.26557152635181,98.75130000251788,0
shopping_net,179.91,Hooper,NE,41.6414,-96.5232,1745,"""Engineer, automotive""",41.990961,-96.008308,12,3,1,45.02121834360028,57.71963104164419,0
shopping_net,358.55,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,41.571712,-101.868459,2,5,8,38.48870636550308,76.65047451962573,1
shopping_net,63.82,Portland,OR,45.5303,-122.7033,841711,"""Engineer, building services""",46.30033,-121.956454,15,5,12,57.73032169746749,103.29209671701273,0
shopping_pos,2.42,Conway,WA,48.34,-122.3456,85,"""Research officer, political party""",48.555656,-122.487486,22,5,1,34.362765229295,26.163851492626502,0
shopping_net,17.4,Sun City,CA,33.7467,-117.1721,54287,"""Designer, exhibition/display""",33.358909,-116.176167,23,4,8,46.93497604380561,101.86630483750405,1
shopping_pos,30.75,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,33.811805,-106.561039,8,4,12,20.358658453114305,96.57797598643572,0
shopping_pos,394.77,Red River,NM,36.6659,-105.4694,606,"""Surveyor, land/geomatics""",36.206948,-105.149145,23,6,12,32.3066392881588,58.52484540805512,0
shopping_net,186.38,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,33.24618,-111.152451,8,3,12,33.177275838466805,6.89302208646718,0
shopping_net,50.5,Wheaton,MO,36.7651,-94.0492,760,Production manager,36.692268,-94.120632,4,6,12,35.32375085557837,10.30110583358043,0
grocery_pos,2.28,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,33.670103,-117.781204,14,6,12,47.26351813826147,38.17593185955592,0
shopping_net,85.83,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,39.682646,-94.042874,12,4,1,44.05201916495551,64.31490664415189,0
shopping_net,19.71,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),39.319513,-120.53278,22,6,1,51.65229295003422,55.61180296353712,0
gas_transport,47.56,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,39.472802,-121.674286,22,1,12,41.667351129363446,105.13977760974193,0
gas_transport,28.75,Llano,NM,36.1486,-105.6648,247,Architectural technologist,35.334068,-105.096783,14,2,1,57.21013004791239,104.0732649293568,0
shopping_pos,23.11,Sun City,CA,33.7467,-117.1721,54287,"""Designer, exhibition/display""",34.645096,-117.275318,18,0,12,48.26557152635181,100.347103269723,0
shopping_net,9.79,Unionville,MO,40.4815,-92.9951,3805,"""Investment banker, corporate""",40.145628,-93.064088,23,0,7,68.8104038329911,37.802546228739416,1
grocery_pos,46.82,Manley,NE,40.9207,-96.168,206,Human resources officer,40.071823,-95.874163,7,0,12,53.23477070499658,97.60597612571073,0
shopping_pos,21.6,Napa,CA,38.4549,-122.2564,94014,Airline pilot,38.035239,-121.809723,21,5,1,33.39356605065024,60.82057108200426,0
shopping_net,87.52,Paauilo,HI,20.0271,-155.3697,1490,"""Scientist, research (maths)""",19.720165,-156.068505,11,6,12,29.70841889117043,80.65292086733835,0
grocery_pos,2.29,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,36.398113,-106.022986,12,1,1,46.49418206707735,45.91618251742449,0
shopping_net,7.48,Weeping Water,NE,40.8731,-96.1528,1517,Dealer,41.464139,-96.529517,4,0,12,69.13894592744695,72.89369322373872,0
shopping_net,100.66,Thompson,UT,38.9999,-109.615,46,"""Surveyor, minerals""",39.616097,-109.867525,7,3,12,33.69199178644764,71.88006062176156,0
grocery_pos,91.38,Redford,MO,37.3272,-91.0243,241,Investment analyst,36.640628,-90.175237,0,0,1,44.19712525667351,107.31124526696134,0
shopping_net,117.48,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,37.256145,-122.52474,4,1,12,66.48596851471595,114.92736385137084,0
shopping_net,6.55,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,41.866829,-101.272015,23,0,1,36.941820670773446,79.86981505449384,0
shopping_pos,6.3,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,35.802013,-106.302231,0,5,5,43.08008213552361,76.35561371718211,1
gas_transport,8.2,Mesa,ID,44.6255,-116.4493,129,Cartographer,43.749837,-116.684895,13,1,1,53.04585900068447,99.16461053076792,0
grocery_pos,87.62,Jordan Valley,OR,42.8801,-117.281,641,Economist,42.169153,-117.974012,2,5,1,25.13347022587269,97.33771136936936,0
shopping_pos,10.59,Redford,MO,37.3272,-91.0243,241,Investment analyst,36.836205,-91.838467,1,5,1,45.22655715263518,90.53664402307308,1
gas_transport,6.87,Mesa,ID,44.6255,-116.4493,129,Cartographer,43.983601,-116.883849,14,0,12,55.0362765229295,79.31078368368658,0
shopping_net,44.55,Rock Springs,WY,41.606,-109.23,27971,Music therapist,42.368256,-108.564786,15,1,1,34.455852156057496,101.02851490363324,0
grocery_pos,47.06,Ballwin,MO,38.577,-90.5255,92608,"""Engineer, communications""",39.298812,-90.703405,17,3,12,19.41409993155373,81.72340469101626,0
shopping_net,8.26,Altonah,UT,40.3207,-110.436,302,"""Sales professional, IT""",39.77945,-111.243252,15,1,12,30.94866529774127,91.34150146778462,0
shopping_net,7.18,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),41.038024,-97.055703,8,1,12,92.7419575633128,73.44010847792951,0
shopping_pos,38.16,Parks,AZ,35.2563,-111.95,759,"""Geologist, engineering""",35.136861,-112.920386,20,0,1,61.817932922655714,89.16948264905922,0
grocery_pos,127.4,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,38.908172,-93.347042,6,1,1,46.743326488706366,95.80240041338072,0
grocery_pos,43.67,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,43.374456,-116.509838,21,5,1,47.937029431895965,31.2765450951173,0
shopping_net,28.25,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,32.907829,-111.824538,8,1,12,39.181382614647504,75.88844139640618,0
shopping_net,1100.0,Sixes,OR,42.825,-124.4409,217,Retail merchandiser,43.070434,-124.903811,22,0,2,91.35934291581108,46.52271511602786,1
gas_transport,147.85,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,34.135476,-111.50854,14,5,1,31.227926078028748,101.5085123327653,0
shopping_net,162.01,Iliff,CO,40.7692,-103.0968,648,Community arts worker,41.461214,-102.569461,22,3,12,51.2580424366872,88.7274900429094,0
shopping_net,52.62,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,33.406192,-111.624596,16,0,1,37.20465434633813,43.60351351281267,0
shopping_net,85.21,Browning,MO,40.029,-93.1607,602,Cytogeneticist,39.386535,-93.633479,17,3,1,64.49281314168378,82.09208408135599,0
grocery_pos,29.42,Lowell,OR,43.921,-122.7806,1420,Systems analyst,43.196635,-123.215828,23,1,1,53.13894592744696,87.84918866899939,0
grocery_pos,3.6,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,33.938891,-118.081363,18,1,12,47.26899383983573,3.702009896904981,0
grocery_pos,7.13,Ballwin,MO,38.577,-90.5255,92608,"""Engineer, communications""",37.755901,-89.732296,21,0,12,19.42505133470226,114.6494115942797,0
shopping_net,103.81,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,39.722849,-107.401524,17,1,12,81.15263518138262,77.82862327138814,0
shopping_net,306.69,Buellton,CA,34.6209,-120.1922,5505,Nature conservation officer,34.533971,-119.361189,23,2,4,87.66050650239562,76.6932609894702,1
shopping_pos,2.73,Laramie,WY,41.4247,-105.4781,35371,"""Pilot, airline""",41.370714,-105.937071,16,1,1,30.349075975359344,38.75118982685537,0
grocery_pos,137.91,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,43.146485,-109.513381,6,1,1,42.86652977412731,52.53082878563865,0
grocery_pos,24.24,Lake Oswego,OR,45.4093,-122.6847,42817,Planning and development surveyor,45.457917,-122.034336,12,0,12,38.58726899383984,51.03449779884465,0
grocery_pos,33.27,Dumont,CO,39.7532,-105.6356,565,Mental health nurse,40.086746,-105.77052,8,0,12,42.338124572210816,38.83236155693064,0
shopping_pos,15.3,Burbank,WA,46.1966,-118.9017,3684,Musician,46.561352,-119.752076,20,4,1,37.097878165639976,76.81371120407694,0
shopping_net,30.13,Napa,CA,38.4549,-122.2564,94014,Airline pilot,38.942454,-122.946014,13,5,1,33.412731006160165,80.74985896867722,0
shopping_net,6.76,Valentine,NE,42.8062,-100.6215,4005,Network engineer,43.222286,-100.798748,0,6,1,73.83162217659138,48.45901015953703,0
grocery_pos,1.49,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,42.252227,-109.217847,14,0,12,34.861054072553046,87.71716554835872,0
shopping_net,44.32,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),40.270559,-121.568886,12,0,12,53.59069130732375,94.00997559720903,0
shopping_pos,6.32,Newberg,OR,45.3099,-122.9685,28278,Research scientist (physical sciences),44.639659,-122.271675,15,1,12,43.45242984257358,92.5130235145578,0
