category,amt,city,state,lat,long,city_pop,job,merch_lat,merch_long,trans_hour,trans_dayofweek,trans_month,customer_age,merchant_distance_km,is_fraud
health_fitness,195.01,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,35.570024,-106.241512,22,4,12,48.43805612594114,48.96986966910242,0
food_dining,60.89,Monitor,WA,47.4852,-120.4158,584,Medical technical officer,47.985539,-120.557409,2,6,1,49.79876796714579,56.63408733434857,0
travel,7.26,June Lake,CA,37.7773,-119.0825,633,Health service manager,37.404205,-119.27573,1,6,1,91.36481861738535,44.843864639002994,0
shopping_pos,4.97,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,33.435151,-118.817357,0,2,1,45.29774127310061,85.84769633182131,0
kids_pets,15.04,Rock Springs,WY,41.606,-109.23,27971,Music therapist,40.893422,-109.885259,0,2,12,36.41341546885695,96.32727882760904,0
shopping_net,5.09,Burlington,WA,48.4786,-122.3345,14871,Public house manager,48.383935,-121.340722,3,0,1,44.86789869952088,74.07197686706901,0
misc_net,882.81,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,42.046046,-109.034853,22,0,12,43.841204654346335,107.2105865333512,1
shopping_net,793.81,Riverton,WY,43.0351,-108.2024,19408,"""Lecturer, higher education""",43.442907,-109.060297,2,2,5,25.711156741957563,82.97981994763254,1
home,52.25,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,40.792448,-99.341685,23,6,1,68.3832991101985,69.17411809990891,0
shopping_pos,945.07,Eugene,OR,44.0385,-123.0614,191096,"""Scientist, physiological""",43.874128,-122.496196,22,4,4,55.05270362765229,48.79452014851861,1
shopping_pos,1.99,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,38.173654,-94.595877,1,1,1,29.47843942505133,93.1784323807096,0
grocery_net,44.99,Newhall,CA,34.3795,-118.523,34882,Health physicist,34.846017,-119.178037,3,2,1,47.709787816564,79.27380159499651,0
grocery_pos,122.82,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,39.767949,-94.443694,2,0,1,29.51403148528405,119.45188031472968,0
grocery_net,22.53,Riverton,WY,43.0351,-108.2024,19408,"""Lecturer, higher education""",43.691293,-109.162298,2,1,1,25.34428473648186,106.51373554843246,0
home,16.71,Wales,AK,64.7556,-165.6723,145,"""Administrator, education""",64.273084,-165.779181,2,6,1,79.15947980835044,53.89646066392385,0
entertainment,84.35,Helm,CA,36.4992,-120.0936,123,Early years teacher,35.610841,-120.979915,2,5,12,47.88227241615332,126.90775014673326,0
kids_pets,51.78,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,38.178471,-120.360422,1,6,12,33.609856262833674,47.22059165000899,0
personal_care,30.78,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,39.241172,-94.216961,22,1,1,29.45927446954141,58.461006659734494,0
entertainment,6.49,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,38.000902,-94.354983,3,0,1,31.156741957563312,108.91803368152044,0
kids_pets,37.52,Matthews,MO,36.7154,-89.6287,1019,Aeronautical engineer,37.566224,-89.049923,0,3,12,41.93018480492813,107.62132647985815,0
shopping_net,4.85,Kirtland Afb,NM,35.0203,-106.5503,310,"""Surveyor, land/geomatics""",35.377937,-106.62152,1,1,1,40.25462012320329,40.290506570233205,0
grocery_pos,298.14,Camden,MO,39.2048,-94.0259,464,Colour technologist,39.193684,-93.873486,0,2,10,61.38261464750171,13.19167402944202,1
entertainment,11.02,Parker,CO,39.5102,-104.7216,84861,Materials engineer,39.492378,-103.733917,23,1,12,88.80492813141684,84.76510237812766,0
entertainment,159.43,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,33.394931,-105.415257,3,3,1,18.40109514031485,26.797493453188277,0
grocery_net,52.52,Colton,WA,46.5901,-117.1692,761,Chief Marketing Officer,47.474216,-117.313177,2,6,12,77.49486652977413,98.91289216215236,0
grocery_pos,89.4,Stayton,OR,44.8021,-122.7624,9587,"""Engineer, biomedical""",44.532233,-122.747426,1,1,12,52.766598220396986,30.031197092736665,0
home,58.77,Oakland,CA,37.7878,-122.1884,381459,Barista,37.885538,-122.883432,0,2,1,45.034907597535934,61.99589454492079,0
grocery_pos,204.57,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,43.383206,-116.860111,2,6,12,49.87542778918549,45.58798662617532,0
personal_care,77.4,Shedd,OR,44.453,-123.1065,917,Radio broadcast assistant,45.144585,-122.282993,1,1,12,25.47843942505133,100.67494854224672,0
home,45.4,Ballwin,MO,38.577,-90.5255,92608,"""Engineer, communications""",38.86177,-90.948805,0,0,12,19.42505133470226,48.49064309940582,0
grocery_pos,168.86,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,44.196838,-116.890114,0,3,1,47.893223819301845,71.09441165548964,0
grocery_pos,132.25,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,39.000367,-93.602418,23,0,1,30.217659137577,110.82281537473038,0
shopping_net,4.93,Hooper,NE,41.6414,-96.5232,1745,"""Engineer, automotive""",41.639432,-96.607675,22,3,1,45.02121834360028,7.023219525184929,0
home,17.02,Moriarty,NM,34.9889,-106.0609,7268,"""Therapist, art""",34.87796,-106.016683,1,1,1,30.428473648186174,12.977804211024834,0
